badge,badge_type,brief,count,cv,follow,index_show,is_finish,media_id,play,pub_date,pub_real_time,renewal_time,score,season_id,staff,tags,title
会员抢先,0,"人理续存保障机构·迦勒底，对于仅凭魔术无法看见的世界，仅凭科学无法计算的世界进行观测，为了让已被证明会灭亡于2017年的人类史存续下去，日夜持续着活动。
人类灭亡的原因，是在历史上数个地点突然出现的“",372,"""藤丸立香：岛崎信长\n玛修·基列莱特：高桥李依\n芙芙：川澄绫子\n罗玛尼·阿基曼：铃村健一\n伊什塔尔：植田佳奈\n吉尔伽美什：关智一\n恩奇都：小林优\n梅林：樱井孝宏\n安娜：浅川悠\n牛若丸：早见沙织\n莱昂纳多·达·芬奇：坂本真绫\n武藏坊弁庆：稲田彻\n列奥尼达一世：三木真一郎""",388.5万追番,更新至第20节,0,28222061,9567.3万次播放,1570291200,1570291200,1584201603,9.4分,28320,"""原作: 奈须蘑菇／TYPE-MOON\n导演: 赤井俊文\n脚本: 武井风太\n分镜: 高雄统子\n演出: 高雄统子、原田孝宏\n音乐: 芳贺敬太、川崎龙\n人物原案: 武内崇（主人物设定）\n人物设定: 岩崎将大、高濑智章\n美术监督: 薄井久代、平栁悟\n色彩设计: 中岛和子\n总作画监督: 高濑智章\n作画监督: 岩崎将大\n摄影监督: 佐久间悠也\n剪辑: 三岛章纪\n音响监督: 岩浪美和\n制片人: 福岛祐一\n美术设计: 盐泽良宪\n副导演: 黒木美幸\n3DCG: GEMBA\n动画制作: CloverWorks""", 游戏改 奇幻 战斗 冒险,命运-冠位指定 绝对魔兽战线 巴比伦尼亚
会员专享,0,"居住在天空与海洋辉映的城镇“藤泽”的梓川咲太，就读高中二年级。
他与既是学姐又是恋人的樱岛麻衣所度过的令人雀跃的日常，随着初恋对象牧之原翔子的出现而改变。
不知为何，存在着“中学生”和“大人”两个翔子",333,"""梓川咲太：石川界人\n樱岛麻衣：濑户麻沙美\n牧之原翔子：水濑祈\n古贺朋绘：东山奈央\n双叶理央：种崎敦美\n丰浜和花：内田真礼\n梓川花枫：久保由利香""",431.6万追番,全1话,1,28223480,1035.5万次播放,1560528000,1573574400,1573632000,9.9分,28965,"""原作：鸭志田一（电击文库刊《青春猪头少年》系列）\n原作插画：沟口凯吉\n监督：增井壮一\n剧本：横谷昌宏\n角色设计：田村里美\n音乐：fox capture plan\n制作：CloverWorks \u002F 青猪 Project""", 小说改 穿越 奇幻 校园,青春猪头少年不会梦到怀梦美少女
会员专享,0,"小埋，复活！在房间无限展开的宇宙，再临……！
在外人人称羡的才色兼备“美妹”，一回到家，就变身成不为人知的一心犯懒“干物妹”……！？极尽无所事事之能事的干物妹小埋，一手可乐一手薯片，沉浸于漫画、游戏、",96,"""土间埋：田中爱美\n土间太平：野岛健儿\n海老名菜菜：影山灯\n本场切绘：白石晴香\n橘·希尔芬福特：古川由利奈\n本场猛：安元洋贵\n橘·亚力克斯：柿原彻也\n叶课长：小清水亚美""",414万追番,全12话,1,6446,1.1亿次播放,1507392000,1507392000,1514129399,9.4分,6446,"""原作：三角头（集英社《周刊YOUNG JUMP》连载）\n监督：太田雅彦\n副监督：大隈孝晴\n系列构成：青岛崇\n剧本：青岛崇\n角色设计：高野绫\n色彩设计：真壁源太\n美术监督：三宅昌和\n摄影监督：桑野贵文\n编辑：小野寺绘美\n音响监督：虾名恭范\n音乐：三泽康广\n音响制作：神南Studio\n动画制作：动画工房\n制作：《干物妹！小埋R》制作委员会""", 萌系 搞笑 日常 漫画改,干物妹！小埋R
,,作品主要讲述了某天，一款曾经掀起过大热潮的VRMMORPG「YGGDRASIL」停止了运营。游戏原本会停止一切服务，但过了结束时间后，玩家们却发现不能退出，NPC也产生了各自的思想。现实世界中喜爱电玩,79,"""飞鼠：日野聪\n雅儿贝德：原由实\n夏提雅·布拉德弗伦：上坂堇\n亚乌菈·贝拉·菲欧拉：加藤英美里\n马雷·贝罗·菲欧雷：内山夕实\n迪米乌哥斯：加藤将之\n科塞特斯：三宅健太\n塞巴斯·蒂安：千叶繁\n娜贝拉尔：沼仓爱美""",391.2万追番,全13话,1,2576,2.3亿次播放,1436198400,1436198400,1443538800,9.6分,2576,"""监督：伊藤尚往\n脚本：菅原雪絵\n分镜：小野学、伊藤尚往、川尻善昭、松村政辉\n演出：伊藤尚往、松村政辉、山口美浩、仓谷凉一\n人物设定：大久保淳二、吉松孝博\n系列构成：菅原雪絵\n美术监督：池田繁美、丸山由纪子\n色彩设计：野口幸恵\n道具设计： 大久保淳二\n总作画监督：吉松孝博\n音乐：片山修志\n摄影监督： 川下裕树\n剪辑： 木村佳史子\n动画制作：MADHOUSE""", 奇幻 战斗 小说改 架空,OVERLORD
,,故事讲述了青梅竹马之间、学生会长与不良少女之间、前辈与后辈之间、同学之间等多种不同角色的恋爱群像剧。,95,"""菅原卓郎：石川界人\n高野千鹤：水濑祈\n刚田武：前野智昭\n上根绫香：小仓唯\n赤木正文：小野贤章\n梶亮子：佐仓绫音\n高濑春彦：熊谷健太郎\n神田沙希：三宅晴佳\n皆川由纪：花泽香菜\n古屋纯：天崎滉平\n古屋萤：户松遥\n香取慎一：浪川大辅 \n汤川英树：小野大辅\n笹原五月：内田真礼""",406.7万追番,全12话,1,6312,9873.6万次播放,1499097600,1499097600,1505831400,9.7分,6312,"""原作：若林稔弥（周刊少年Magazine连载\u002F讲谈社）\n监督：金子拓\n助监督：笔坂明规\n系列构成、剧本：浦畑达彦\n角色设计、总作画监督：住本悦子\n美术：佐藤胜\n色彩设计：铃木依里\n摄影：加藤伸也\n编辑：斋藤朱里\n音响监督：立石弥生\n音乐：天门\n动画制作：Studio五组\n制作：NAS、徒然喜欢你制作委员会""", 恋爱 校园 漫画改 搞笑,徒然喜欢你
,,时为2138年。曾卷起一大风潮的虚拟现实体感型网络游戏《YGGDRASIL》即将迎来停服。玩家飞鼠在曾经以同伴和荣华自傲的根据地纳萨力克地下大坟墓，独自一人安静等待着那一刻。但是，不料发生了结束时间已,268,"""安兹：日野聪\n雅儿贝德：原由实\n夏提雅：上坂堇\n亚乌菈：加藤英美里\n马雷：内山夕实\n迪米乌哥斯：加藤将之\n科塞特斯：三宅健太\n塞巴斯：千叶繁\n娜贝拉尔：沼仓爱美""",423.3万追番,全13话,1,8792,2.2亿次播放,1515427200,1515427200,1522767600,9.6分,21466,"""原作：丸山くがね（《OVERLORD》\u002FKADOKAWA刊）\n角色原案：so-bin\n监督：伊藤尚往\n系列构成：菅原雪绘\n角色设计：田崎聪、吉松孝博\n动画制作：MADHOUSE""", 小说改 奇幻 战斗 魔法,OVERLORDⅡ
会员专享,0,在众多将要展开「玫瑰色」生活的高中生之中，本作的男主角折木奉太郎却是一个「灰色」的节能主义者。凡是没必要的事就不做，因为不想后悔，被人说是疏离、厌世也无所谓，因为这就是他的作风。这样的折木奉太郎，却因,371,"""折木奉太郎：中村悠一\n千反田爱瑠：佐藤聪美\n福部里志：阪口大助\n伊原摩耶花：茅野爱衣\n折木供惠：雪野五月\n远垣内将司：置鲇龙太郎\n入须冬实：由加奈\n糸鱼川养子：小山茉美\n十文字嘉保：早见沙织""",406.2万追番,全22话,1,3398,5508.7万次播放,1335024000,1335024000,1457417913,9.8分,3398,"""原作 \u002F 构成协力：米澤穂信「古典部シリーズ」(角川文庫)\n监督：武本康弘\n系列构成：賀東招二\n角色原案 \u002F 角色设计 \u002F 总作画监督：西屋太志\n色彩设计：石田奈央美\n美术监督：奥出修平\n摄影监督：中上竜太\n设定：唐田洋\n编集：重村建吾(楽音舎)\n音响监督：鶴岡陽太\n音乐：田中公平\n音乐制作：ランティス（Lantis）\n动画制作：京都アニメーション（京都动画）\n制作协力：アニメーションDo（Animation Do）""", 恋爱 推理 校园 日常,冰菓
会员专享,0,【本片翻译由版权方提供】“这里是哪儿”察觉到的时候，桐人不知为什么陷入了庞大的幻想风格虚拟世界。登录前的记忆模糊不清，只得在周围徘徊寻找线索。之后，他同一名少年相遇了。“我的名字是尤吉欧。请多关照，桐,750,"""桐人（桐谷和人）：松冈祯丞\n亚丝娜（结城明日奈）：户松遥\n爱丽丝：茅野爱衣\n尤吉欧：岛崎信长\n赛鲁卡：前田佳织里\n罗妮耶·亚拉贝尔：近藤玲奈\n蒂洁·修特利尼：石原夏织\n神代凛子：小林沙苗\n菊冈诚二郎：森川智之\n莱欧斯·安提诺斯：岩濑周平\n温贝尔·吉泽克：木岛隆一\n索尔狄丽娜·塞路尔特：潘惠美\n沃罗·利凡玎：村田太志\n诗乃（朝田诗乃）：泽城美雪 \n强尼·布莱克（金本敦）：逢坂良太 \n西莉卡（绫野珪子）：日高里菜 \n莉兹贝特（筱崎里香）：高垣彩阳""",414.7万追番,全24话,1,130412,1.4亿次播放,1538841600,1538841600,1553963400,8.3分,25510,"""原作：川原砾\n原作插画 \u002F 角色设计草案：abec\n导演：小野学\n助理导演：佐久间贵史\n角色设计：足立慎吾、铃木豪、西口智也\n总作画监督：铃木豪、西口智也\n动作作画监督：菅野芳弘、竹内哲也\n美术导演：小川友佳子、渡边佳人\n美术设定：森冈贤一、谷内优穗\n色彩设计：中野尚美\nCG导演：云藤隆太\n音响导演：岩浪美和\n效果：小山恭正\n音响制作：ソニルード\n音乐：梶浦由记\n制片：EGG FIRM、Straight Edge\n制作：A-1 Pictures""", 小说改 热血 奇幻 战斗,刀剑神域 Alicization
,,"时间为2138年。曾卷起一大风潮的虚拟现实体感型网络游戏《YGGDRASIL》即将迎来停服。玩家飞鼠在曾经以同伴和荣华自傲的根据地纳萨力克地下大坟墓，独自一人安静等待着那一刻。
但是，不料发生了“过了",548,"""安兹：日野聪\n雅儿贝德：原由实\n夏提雅：上坂堇\n亚乌菈：加藤英美里\n马雷：内山夕实\n迪米乌哥斯：加藤将之\n科塞特斯：三宅健太\n塞巴斯：千叶繁\n威克提姆：东山奈央\n由莉：五十岚裕美\n露普丝雷其娜：小松未可子\n娜贝拉尔：沼仓爱美\n希丝：濑户麻沙美\n索留香：佐仓绫音\n安特玛：真堂圭\n扎里尤斯：东地宏树\n沙斯林：楠见尚己\n库鲁雪：雨宫天\n泽贝鲁：石井康嗣\n拉娜：安野希世乃\n克莱姆：逢坂良太\n葛杰夫：白熊宽嗣\n布莱恩：游佐浩二\n拉裘丝：小清水亚美\n格格兰：齐藤贵美子\n依比鲁艾：花守由美里\n缇亚：石上静香\n缇娜：富田美忧\n琪雅蕾：嶋村侑\n吉尔克尼弗：樱井孝宏\n福鲁达：土师孝也""",435.3万追番,全13话,1,102252,2.2亿次播放,1531152000,1531152000,1538490600,9.4分,24596,"""原作：丸山くがね（《OVERLORD》\u002FKADOKAWA刊）\n角色原案：so-bin\n监督：伊藤尚往\n系列构成：菅原雪绘\n角色设计：田崎聪、吉松孝博\n次要角色设计、怪物设计、道具设计：今村大树、杉浦幸次、出云重机、铃木政彦、前原桃子\n美术监督：池田繁美、丸山由纪子（ATELIER MUSA）\n美术设定：友野加世子、大久保修一（ATELIER MUSA）\n色彩设计：堀川佳典\n3D监督：田中康隆\n摄影监督：继冈梦月\n编辑：冢常真理子\n音响监督：乡文裕贵\n音响制作：grooove\n音乐：片山修志（Team-MAX）\n音乐制作：KADOKAWA\n动画制作：MADHOUSE""", 小说改 奇幻 智斗 战斗,OVERLORD Ⅲ
会员专享,0,于日本县立学文高中之中，有一名叫坂本的全能高中生，平常总是用著各种超乎常理的无厘头行为来完成各种琐事，导致周遭所有女性同学都对他钦佩绝倒，同时也引起所有男性同学的无限嫉妒。但不管面对其他人如何刁难，坂,71,"""坂本：绿川光\n濑良裕也：森久保祥太郎\n久保田吉伸：石田彰\n黑沼爱菜：堀江由衣\n8823：游佐浩二\n久保田茂美：鲸（松本和香子）\n藤田惠：中原麻衣\n深濑：岩田光央\nKenken：桧山修之\nMario..""",465.6万追番,全13话,1,3450,1.7亿次播放,1460044800,1460044800,1475935210,9.1分,3450,"""原作：佐野菜见\n监督：高松信司\n角色设计：中岛敦子\n撮影监督：酒井淳子\n色彩设计：佐野ひとみ\n美术监督：武藤正敏\n编集：松原理恵\n音乐：福田裕彦\n音乐制作：King Records\n音响制作：DAX Production\n动画制作：Studio DEEN""", 搞笑 校园 日常,在下坂本，有何贵干？
会员抢先,0,有 230 万人口，其中八成人口为学生的「学园都市」，是比其他地区科技更为先进，并从事「超能力开发」的特殊地区。而整座学园都市中仅有七人的等级 5 超能力者之一御坂美琴，由于她的能力与个性使然，因而被,74,"""御坂美琴：佐藤利奈\n佐天泪子：伊藤加奈惠\n初春饰利：丰崎爱生\n白井黑子：新井里美\n食蜂操祈：浅仓杏美""",471.5万追番,更新至第7话,0,28224095,4191.2万次播放,1578672000,1578672000,1582905900,9.8分,29325,"""原作：镰池和马 \u002F 冬川基\n角色原案：はいむらきよたか\n监督：长井龙雪\n系列构成：ヤスカワショウゴ\n动画角色设计：田中雄一\n美术监督：泉健太郎\n色彩设计：安藤智美\n摄影监督：福世晋吾\n剪辑：西山茂（REAL-T）\n音响监督：明田川仁\n音乐：井内舞子\n动画制作：J.C.STAFF""", 漫画改 战斗 科幻 校园,某科学的超电磁炮T
会员专享,0,昴等人打倒了诅咒的元凶——魔兽沃尔加姆，拯救了阿拉姆村的孩子们。终于到来的安稳并未持续很久，昴就瞒着所有人前去挑战某个极秘任务。尽管昴做了变装，但很快就被以佩特拉为首的村里的孩子们识破了真实身份。开始,8,"""菜月昴：小林裕介\n爱蜜莉雅：高桥李依\n帕克：内山夕实\n雷姆：水濑祈\n拉姆：村川梨衣\n碧翠丝：新井里美\n罗兹瓦尔·L·梅札斯：子安武人""",482.3万追番,全1话,1,28226008,578.9万次播放,1559836800,1578067200,1578067203,9.8分,31150,"""原作：长月达平（MF文库J《Re：从零开始的异世界生活》\u002FKADOKAWA刊）\n角色原案：大冢真一郎\n监督：渡边政治\n系列构成：横谷昌宏\n角色设计、总作画监督：坂井久太\n道具设定：铃木典孝、岩畑刚一\n美术设定：金城沙绫（美峰）\n色彩设计：坂本いづみ\n摄影监督：峰岸健太郎（T2studio）\n3D监督：轻部优（T2studio）\n编集：须藤瞳（REAL-T）\n音响监督：明田川仁\n音响効果：古谷友二（スワラ??プロ）\n音乐：末广健一郎\n音乐制作：KADOKAWA\n动画制作：WHITE FOX""", 小说改 穿越 奇幻 日常,Re：从零开始的异世界生活 Memory Snow(雪之回忆)
会员专享,0,"青春期症候群——这是一种只发生在易敏感和不稳定的青春期的、不可思议的现象。例如，在梓川咲太面前出现的野生兔女郎。
她的真实身份是高中高年级学生，明星活动休止的女演员樱岛麻衣。她迷人的身姿，不知为何在周",100,"""梓川咲太：石川界人\n樱岛麻衣：濑户麻沙美\n梓川枫：久保由利香\n古贺朋绘：东山奈央\n双叶理央：种崎敦美\n丰浜和香：内田真礼\n牧之原翔子：水濑祈\n国见佑真：内田雄马""",501.2万追番,全13话,1,134932,1.2亿次播放,1538582400,1538582400,1545850200,9.8分,25733,"""原作：鸭志田一（电撃文库刊《青春猪头少年系列》）\n原作插画：沟口凯吉\n监督：增井壮一\n总编剧：横谷昌宏\n角色设计：田村里美\n总作画监督：田村里美、高田晃\n助监督：いわたかずや\n道具设计：高田晃\n美术设定：藤井一志\n美术监督：涉谷幸弘\n色彩设计：横田明日香\n3D监督：野间裕介、唐泽佑人\n摄影监督：关谷能弘\n2D工作、特殊效果：内海纱耶\n编辑：三嶋章纪\n音响监督：岩浪美和\n音乐：fox capture plan\n动画制作：CloverWorks""", 小说改 恋爱 奇幻 校园,青春猪头少年不会梦到兔女郎学姐
会员专享,0,"桐人、尤吉欧、爱丽丝。距离两名修剑士和一名整合骑士打败了最高祭司阿多米尼斯多雷特已过去了半年。
结束了战斗，爱丽丝在故乡卢利特村生活。在她的身旁，是失去了挚友，自己也失去了手臂和心的桐人。
献身般支撑",126,"""桐人（桐谷和人）：松冈祯丞\n亚丝娜（结城明日奈）：户松遥\n爱丽丝：茅野爱衣""",503.3万追番,全13话,1,28222723,6986.7万次播放,1570291200,1570291200,1577550600,9.3分,28615,"""导演: 小野学\n音乐: 梶浦由記\n人物原案: abec(BUNBUN)\n人物设定: 足立慎吾 \u002F 鈴木豪 \u002F 西口智也 \u002F 山本由美子 \u002F 戸谷賢都\n美术监督: 小川友佳子 \u002F 渡辺佳人\n色彩设计: 中野尚美\n总作画监督: 鈴木豪 \u002F 戸谷賢都\n摄影监督: 脇顯太?? \u002F 林賢太\n道具设计: 早川麻美 \u002F 伊藤公規\n剪辑: 近藤勇二\n音响监督: 岩浪美和\n音效: 小山恭正\n制作: ストレートエッジ \u002F EGG FIRM\n动画制作: A-1 Pictures""", 小说改 穿越 科幻 架空,刀剑神域 爱丽丝篇 异界战争
会员专享,0,"在一栋大楼最底层甦醒的13岁少女，瑞吉儿·加德纳(レイチェル??ガードナー)，她没有任何记忆，不知道自己为何在这里，而为了回到地面，她开始试着逃出去，但是突然在她面前出现了脸上缠满绷带的奇怪男子。
两人",360,"""艾札克·佛斯特（札克）：冈本信彦\n瑞吉儿·加德纳：千菅春香\n丹尼尔·狄更斯：樱井孝宏\n爱德华·梅森（埃迪）：藤原夏海\n凯瑟琳·华特（凯西）：伊濑茉莉也\n亚伯拉罕·葛雷（葛雷）：大冢芳忠""",423万追番,全16话,1,102792,9577.6万次播放,1530806400,1530806400,1540566000,9.5分,24625,"""原作：真田まこと\n监督：铃木健太郎\n系列构成：藤冈美畅\n角色设计&总作画监督：松元美季\n美术监督：魏斯曼（スタジオちゅーりっぷ）\n色彩设计：田边香奈\n摄影监督：高桥昭裕\n编集：近藤勇二（Real-T）\n音响监督：岩浪美和\n音响效果：小山恭正\n音乐：ノイジークローク\n音乐制作：Lantis\n动画制作：J.C.STAFF\n制作：「杀戮天使」制作委员会""", 恋爱 游戏改 冒险,Angels of Death
会员专享,0,在异世界陷入迷茫的普通高中生菜月昴，邂逅了一位银发的美少女。但想助她一臂之力的昴，却一次次地遭遇敌袭，背叛、暴力，甚至是死亡……“死亡重置”——无力的少年拥有的唯一能力，能将死后时间倒转回一开始。使用,391,"""菜月昴：小林裕介\n艾米莉娅：高桥李依\n帕克：内山夕实\n菲鲁特：赤崎千夏\n蕾姆：水濑祈\n拉姆：村川梨衣\n比阿特莉丝：新井里美\n莱因哈鲁特：中村悠一""",497.7万追番,全25话,1,3461,2亿次播放,1459699200,1459699200,1474218310,9.2分,3461,"""原作：长月达平\n原作插画：大冢真一郎\n监督：渡边政治\n系列构成：横谷昌宏\n角色设计·总作画监督：坂井久太\n动画制作：WHITE FOX""", 奇幻 战斗 励志 小说改,Re：从零开始的异世界生活
会员专享,0,家庭背景与人品都很棒！！一大群有前途的秀才所聚集的秀知院学园！！在那里的学生会相遇的副会长·四宫辉夜与会长·白银御行原本应该是彼此受到了对方吸引…但想不到都过半年了却仍然什么事情也没发生！！最麻烦的是,332,"""四宫辉夜：古贺葵\n白银御行：古川慎\n藤原千花：小原好美\n石上优：铃木崚汰\n早坂爱：花守由美里\n旁白：青山穣""",507.9万追番,全12话,1,5267730,1.4亿次播放,1547308800,1547308800,1553961600,9.8分,26274,"""原作：赤坂アカ（集英社《周刊YOUNG JUMP》连载）\n监督：畠山守\n总编剧：中西泰博\n角色设计：八寻裕子\n总作画监督：八寻裕子 \u002F 矢向宏志 \u002F 针场裕子\n道具设计：木藤贵之\n美术监督：若林里纱\n色彩设计：穗刈加奈子\n摄影监督：冈崎正春\n编辑：松原理惠\n音乐：羽冈佳\n音响监督：明田川仁\n音响制作：Magic Capsule\n动画制作：A-1 Pictures\n制作：辉夜姬想让人告白制作委员会""", 恋爱 校园 智斗 日常,辉夜大小姐想让我告白~天才们的恋爱头脑战~
会员抢先,0,在从便利商店回家的路上，突然被异世界召唤的少年菜月昴。在无法依靠任何东西的异世界，无力的少年手唯一的力量……那是“死去然后重新开始”的力量。为了守护最重要的人们，为了取回确实存在着又无可替代的时间，少,106,"""菜月昴：小林裕介\n爱蜜莉雅：高桥李依\n帕克：内山夕实\n菲鲁特：赤崎千夏\n蕾姆：水濑祈\n拉姆：村川梨衣\n比阿特莉丝：新井里美\n莱因哈鲁特：中村悠一""",527.6万追番,更新至第10话,0,28224394,3095.6万次播放,1577808000,1577808000,1583940600,9.6分,29590,"""原作：长月达平（MF文库J《Re：从零开始的异世界生活》\u002FKADOKAWA刊）\n角色原案：大冢真一郎\n监督：渡边政治\n系列构成：横谷昌宏\n角色设计 \u002F 总作画监督：坂井久太\n道具设定：铃木典孝 \u002F 岩畑刚一\n美术设定：金城沙绫（美峰）\n色彩设计：坂本いづみ\n摄影监督：峰岸健太郎（T2studio）\n3D监督：轻部优（T2studio）\n编集：须藤瞳（REAL-T）\n音响监督：明田川仁\n音响効果：古谷友二（スワラ??プロ）\n音乐：末广健一郎\n音乐制作：KADOKAWA\n动画制作：WHITE FOX""", 小说改 穿越 奇幻 战斗,Re：从零开始的异世界生活 新编集版
会员专享,0,"在单身的辛苦OL小林身边突然出现的女仆装束的美少女托尔。
长着角和尾巴的她的身姿正是所谓的龙娘。
在醉酒的小林邀请下说要到家里去的托尔，鬼使神差地开始以小林家女仆的身份工作……！？
“女仆”+“龙”=",84,"""小林小姐：田村睦心\n托尔：桑原由气\n康娜：长绳麻理亚\n艾露玛：高田忧希\n魁札尔科亚特尔：高桥未奈美\n法夫纳：小野大辅\n泷谷真：中村悠一\n才川莉子：加藤英美里\n才川乔基：后藤邑子""",555.9万追番,全13话,1,5800,2亿次播放,1484064000,1484064000,1491410100,9.6分,5800,"""原作：クール教信者（双葉社「月刊アクション」連載）\n监督：武本康弘\n系列构成：山田由香\n角色设计：門脇未来\n总作画监督：丸木宣明\n美术监督：渡邊美希子\n色彩设计：米田侑加\n小道具设定：秋竹斉一\n摄影监督：浦彰宏\n3D监督：冨坂紀宏\n编集：重村建吾\n音响监督：鶴岡陽太\n音乐：伊藤真澄\n音乐制作人：斎藤滋\n音乐制作：ランティス（Lantis）\n企画制作人：八田英明\n制作人：阪井利早 \u002F 中村伸一 \u002F 斎藤滋 \u002F 植月幹夫\n动画制作：京都アニメーション（京都动画）""", 萌系 搞笑 日常 漫画改,小林家的龙女仆
会员专享,0,"史莱姆生活，开始了。
上班族的三上悟在道路上被歹徒给刺杀身亡后，回过神来发现自己转生到了异世界。
不过，自己居然是“史莱姆”！
他在得到利姆鲁这个名字后开始了自己的史莱姆人生，随着与各个种族相处交流的",316,"""利姆鲁·特恩佩斯特：冈咲美保\n大贤者：丰口惠美\n维鲁德拉·特恩佩斯特：前野智昭\n井沢静江：花守由美里\n岚牙：小林亲弘\n红丸：古川慎\n朱菜：千本木彩花\n紫苑：M??A??O\n苍影：江口拓也\n白老：大塚芳忠\n三上悟：寺岛拓笃\n希兹：花守由美里\n利古鲁德：山本兼平\n利古鲁：石谷春贵\n哥布塔：泊明日菜\n凯金：斧敦\n托蕾妮：田中理惠\n艾莲：熊田茜音\n卡巴尔：高梨谦吾\n米莉姆：日高里菜""",538.1万追番,全26话,1,139252,2.3亿次播放,1538409600,1538409600,1562598000,9.4分,25739,"""原作：川上泰树、伏濑、みっつばー《关于我转生变成史莱姆这档事》（讲谈社《月刊少年天狼星》连载）\n监督：菊地康仁\n副监督：中山敦史\n系列构成：笔安一幸\n角色设计：江畑谅真\n怪物设计：岸田隆宏\n美术监督：佐藤步\n美术设定：藤濑智康、佐藤正浩\n色彩设计：齐藤麻记\n摄影监督：佐藤洋\n图形设计：生原雄次\n编辑：神宫司由美\n音响监督：明田川仁\n音乐：Elements Garden\n动画制作：8bit（8-bit）""", 小说改 奇幻 战斗 魔法,关于我转生变成史莱姆这档事
会员专享,0,"——真正的实力，平等究竟是什么？
几乎百分之百实现升学、就业目标的全国首屈一指的名门校──高度育成高等学校。这间简直如同乐园般的学校，真面目却是唯有优秀者才能享受优待的实力至上主义学校！绫小路清隆被分",294,"""堀北铃音：鬼头明里\n绫小路清隆：千叶翔也\n佐仓爱里：M??A??O\n栉田桔梗：久保ユリカ\n一之濑帆波：东山奈央\n龙园翔：水中雅章\n神崎隆二：若山晃久\n伊吹澪：小松未可子\n橘茜：小原好美""",582.7万追番,全12话,1,6339,1.6亿次播放,1499875200,1499875200,1506531600,8.7分,6339,"""导演：橋本裕之、岸誠二\n人物设定：森田和明\n主题歌演出：ZAQ\n原作：衣笠彰梧\n角色设计：森田和明\n系列构成：朱白あおい\n动画制作：Lerche""", 小说改 校园,欢迎来到实力至上主义的教室
会员专享,0,"这是一个关于你自身的故事。你体内的故事——。
人的细胞数量，约为37兆2千亿个。
细胞们在名为身体的世界中，今天也精神满满、无休无眠地在工作着。
运送着氧气的红细胞，与细菌战斗的白细胞……！这里，有着",241,"""红细胞：花泽香菜\n白细胞（中性粒细胞）：前野智昭\n杀伤性T细胞：小野大辅\n巨噬细胞：井上喜久子\n血小板：长绳麻理亚\n辅助性T细胞：樱井孝宏\n调节性T细胞：早见沙织\n树突状细胞：冈本信彦\n嗜酸性粒细胞：M·A·O\n记忆细胞：中村悠一\n肥大细胞：川澄绫子\n前辈红血球：远藤绫\n肺炎球菌：吉野裕行""",660.2万追番,全14话,1,102392,1.6亿次播放,1530979200,1530979200,1545843600,9.6分,24588,"""原作：清水茜（讲谈社《月刊少年天狼星》连载）\n监督：铃木健一\n系列构成：柿原优子\n剧本：柿原优子、铃木健一\n角色设计：吉田隆彦\n细菌角色设计、道具设计、动作作画监督：三室健太\n次要角色设计：玉置敬子\n总作画监督：吉田隆彦、玉置敬子\n美术监督：Atelier Platz\n美术设定：曾野由大、桥口浩二\n色彩设计：水野爱子\n摄影监督：大岛由贵\n3DCG监督：中岛丰\n编辑：广濑清志（editz）\n音响监督：明田川仁\n音响制作：Magic Capsule\n音乐：末广健一郎、MAYUKO\n制作人：高桥祐马\n动画制作人：若松刚\n动画制作：david production\n制作：ANIPLEX、讲谈社、david production""", 搞笑 战斗 日常 声控,工作细胞
,,高中生兼小说作家的“和泉正宗”（笔名：和泉征宗）有个家里蹲的妹妹“和泉纱雾”。一年前才成为家人的她，却完全不走出居室，并也用力踩踏地板，要我帮她准备食物。为了这段称不上“兄妹”的关系，正宗得想个办法让,152,"""和泉正宗：松岡禎丞\n和泉纱雾：藤田茜\n山田精灵：高橋未奈美\n千寿村征：大西沙織\n神野恵：木戸衣吹\n高砂智惠：石川由依""",565.6万追番,全12话,1,5997,1.5亿次播放,1491667200,1491667200,1498323600,9.1分,5997,"""导演：竹下良平\n人物设定：かんざきひろ\n主题歌演出：ClariS\n总作画监督：小林真平、岡勇一\n原作：伏見つかさ（伏见司）\n人物原案：かんざきひろ\n系列构成：髙橋龍也\n音乐：菊谷知樹\n动画制作：A-1 Pictures（A1 Pictures）""", 小说改 搞笑 恋爱,埃罗芒阿老师
