badge,badge_type,brief,count,cv,follow,index_show,is_finish,media_id,play,pub_date,pub_real_time,renewal_time,score,season_id,staff,tags,title
,,游戏的故事是从主人公，支仓孝平随父母在外面游荡最后自己决定转学进了海岛上一所英国风的修智馆学院开始。面对谁也不认识的陌生世界，还有初次的宿舍生活。支仓感到一点的不安。然而他的不安很快就被每日各种各样的,12,"""千堂瑛里华：神田理江\n东仪白：峰岸由香里\n红濑桐叶：鸣海绘里香\n悠木奏：生天目仁美\n悠木阳菜：田口宏子\n千堂伊织：諏訪部順一\n东仪征一郎：坪井智浩\n八幡平 司：伊藤健太郎\n天池 志津子：星野千寿子""",23.6万追番,全12话,1,996,45.3万次播放,1286467200,1286467200,1293257940,9.2分,996,"""原作： オーガスト\n导演： 名和宗則\n脚本： 待田堂子\n分镜： 牧野吉高\n演出： 牧野吉高\n音乐： Active Planets\n人物原案： べっかんこう\n人物设定： 石原恵治\n系列构成： 長谷川勝己\n作画监督： 石原恵治、小川一郎、北條直明、山本篤史、広尾佳奈子\n主题歌演出： Lia、Veil\n插入歌演出： Lia\n音效： 小山恭正\n动画制作： ZEXCS??feel.\n副导演： 新田靖成\n别名： 赤色的约定\n官方网站： http：\u002F\u002Fnewtype.kadocomic.jp\u002Ffortune\u002F\n播放结束： 2010年12月24日""", 奇幻 日常 游戏改,FORTUNE ARTERIAL -赤之约定-
,,"漫画单行本第11卷（最终卷）限定版同捆OAD。
《四月是你的谎言》是由日本漫画家新川直司作画的漫画。曾获得讲谈社漫画赏少年部门奖。故事讲述了拥有少见才能的中学男生（钢琴家），和女生（小提琴家）共同努力",4,"""有马公生：花江夏樹\n宫园薰：種田梨沙\n泽部椿：佐倉綾音\n渡亮太：逢坂良太\n有马早希：能登麻美子\n相座武士：梶裕貴\n井川绘见：早見沙織\n相座凪：茅野愛衣\n濑户纮子：園崎未恵""",23.7万追番,全1话,1,3423,410.8万次播放,1431619200,1431619200,1457925520,9.7分,3423,"""原作：新川直司\n监督：イシグロキョウヘイ\n脚本：吉岡たかを\n演出：いわたかずや\n总作画监督：愛敬由紀子\n作画監督：伊藤香織、愛敬由紀子、ヤマダシンヤ、奥田佳子、髙田晃\n动画制作：A-1 Pictures""", 催泪 少女,四月是你的谎言 OAD
,,电视动画《梦幻之星Online2》根据世嘉游戏开发的同名网络游戏改编。《PSO2》动画化的消息于2015年7月12日举办的现场活动中发表。动画版的故事将是完全原创，以近未来的地球为舞台，也可说是《PS,304,"""橘逸树：苍井翔太\n泉澄梨奈：诹访彩花\n铃来爱花：M·A·O\n茅野浩太：岛崎信长\n工藤正广：佐藤拓也\n近卫美嘉：村川梨衣\n佐佐木丰：金田秋\n瓜坂星矢：堀江瞬\n瓜坂麻由：桦山南\nSORO：玄田哲章\n弓..""",23.7万追番,全12话,1,3097,611万次播放,1452096000,1452096000,1459508402,8.4分,3097,"""原作：「PHANTASY STAR ONLINE 2」、SEGA\n监督：川口敬一郎\n脚本：竹内利光、広田光毅、渡邊大輔\n分镜：佐野隆史、玉川真人、矢野雄一郎、菊池聡延、川口敬一郎\n演出：花井宏和、飯村正之、博史池畠、佐藤光、菊池聡延\n系列构成：广田光毅\n角色设计：高须美野子\n色彩设计：磯部知子\n总作画监督：高須美野子\n音乐：大間々昂\n音响监督：岩浪美和\n摄影监督：光石奈歩\n动画制作：Telecom Animation Film""", 科幻 奇幻,梦幻之星online2
,,故事舞台设立在太阳系被称为奇居子的谜之生命体破坏殆尽后的1000年后，在维持人类繁殖和生产、于宇宙中飞行的播种船希德尼娅上生活的主人公谷风长道成为了巨大人型兵器“卫人”的操纵士训练生，作品讲述的便是主,16,"""星白闲：洲崎綾\n谷风长道：逢坂良太\n科户濑伊扎那：豊崎愛生\n落合：子安武人\n崎神海苔夫：櫻井孝宏\n沙万里??异端：田中敦子\n绿川缬：金元寿子\n仄姉妹：喜多村英梨\n小林艦長：大原さやか\n""",23.7万追番,全12话,1,1576,493.3万次播放,1397059200,1397059200,1403846039,9.6分,1576,"""原作： 弐瓶勉\n导演： 静野孔文\n脚本： 山田哲弥、村井さだゆき、村越繁\n分镜： 阿部記之、森田宏幸、増井壮一、安藤裕章、城所聖明、末田宜史\n演出： 安藤裕章\n音乐： 朝倉紀行\n人物设定： 森山佑樹\n系列构成： 村井さだゆき\n色彩设计： 野地弘納\n主题歌编曲： 河合英嗣\n主题歌作曲： atsuko、河合英嗣\n主题歌作词： atsuko、喜多村英梨、河合英嗣\n主题歌演出： 喜多村英梨、angela\n音响监督： 岩浪美和\n音效： 小山恭正\n动画制作： ポリゴン??ピクチュアズ\n副导演： 瀬下寛之""", 热血 科幻 机战 冒险,希德尼娅的骑士 第一季
,,"【本片翻译由轻之国度字幕组提供】人类衰退之后故事描述人类在衰退之后经过了好几个世纪，一个成为了调停官的旧人类少女与新人类“精灵”之间交流的故事。
欢乐的地球大冒险，即将启程——
我们人类迎接缓慢的衰退",15,"""我：中原麻衣\nO太郎：檜山修之\nP子：水樹奈々\n妖精さん：佐藤なる美、坂本千夏、矢部雅史、新井里美、ささきのぞみ、あおきさやか\n""",22.5万追番,全12话,1,703,94.8万次播放,1341072000,1341072000,1350240577,9.7分,703,"""脚本：綾奈ゆにこ、熊谷純、上江洲誠\n导演：岸誠二\n原作：田中ロミオ\n分镜：ひいろゆきな、江上潔、大畑晃一、小坂春女\n演出：ひいろゆきな、江上潔、小坂春女\n音乐：大谷幸\n人物原案：戸部淑\n人物设定：坂井久太\n系列构成：上江洲誠\n总作画监督：坂井久太\n作画监督：坂井久太\n剪辑：IMAGICA""", 科幻 日常 小说改,人类衰退之后
,,"原作第11卷改编，第一期全卷DVD/BD收录，长度为15分钟。

",2,"""八坂真寻：喜多村英梨\n奈亚拉托提普：阿澄佳奈\n克图格亚：松来未祐\n哈斯塔：釘宮理恵\n八坂赖子：久川綾\n露希·吉斯顿：國府田マリ子\n夏塔：新井里美\n""",22.5万追番,全1话,1,3851,285.8万次播放,1354204800,1354204800,1461577622,9.6分,3851,"""脚本：木村暢\n导演：長澤剛\n人物设定：滝山真哲\n原作：逢空万太\n系列构成：木村暢\n人物原案：狐印\n演出：大野和寿\n分镜：長澤剛\n音乐：MoNACA\n""", 少女,潜行吧！奈亚子 OVA 温柔地解决敌人的方法
,,在本作中，有担任宇宙巡警工作的父亲的普通女高中生露露子，也被任命为了宇宙巡警。故事也将由此展开。在「忍者杀手」中担任监督与编剧的雨宫哲，在本作中担任第二监督。另外M??A??O、榎木淳弥、新谷真弓、稻田彻,12,"""露露子：M??A??O\nΑΩ·Nova：榎木淳弥\n碧·拯救世界：新谷真弓\nOverJustice本部长：稲田徹\n秘书：启司：岩田光央\n拉拉子·神佑：本名陽子\n宇宙巡警银河总司令：檜山修之""",22.6万追番,全13话,1,3459,547.6万次播放,1459440000,1459440000,1466776800,9.6分,3459,"""脚本：若林広海、今石洋之、うえのきみこ、佐藤裕、雨宮哲\n导演：今石洋之\n絵コンテ：大嶋博之、小倉陳利、今石洋之、雨宮哲\n作画監督：本田敬一、半田修平、宍戸久美子、田村健太郎、芳垣祐介、佐藤利幸、北島勇樹\n原作：TRIGGER、今石洋之\n出：北村淳一、赤城博昭、大嶋博之、濁川敦、曽根利幸、今石洋之、宗廣智行、雨宮哲\n演出：大嶋博之\n分镜：今石洋之\n本：若林広海、今石洋之、うえのきみこ、佐藤裕、雨宮哲\n""", 奇幻 泡面,宇宙巡警露露子
,,时隔10年回到日本的少年·一希东，突然遭到武装男子们的袭击，并被囚禁起来。而救出了东的人，是青梅竹马的少女·朝吹黄金，以及有着右手形态、拥有意志的武器“舞武器”。知道了“舞武器”的存在，以及自身也是“,4,"""一希东：小林裕介\n朝吹黄金：小泽亚李\n野野柊：齐藤壮马\n扇木乃亚：石上静香\n种臣静流：小松未可子\n万流礼央子：潘惠美\n的场井周作：津田健次郎\n间绝美：日笠阳子\n新走宗也：木村昴\n石蕗秋人：兴津和幸""",22.9万追番,全12话,1,3128,556.5万次播放,1452268800,1452268800,1459002601,7.2分,3128,"""原作：Quadrangle\n监督：小松田大全\n脚本：イシイジロウ、北岛行德\n演出：小松田大全、松下周平、久保田雄大、平井义通、林直孝\n分镜：小松田大全、村田和也、平井义通、増井壮一\n系列构成：イシイジロウ、北岛行德\n角色设计：コザキユースケ\n舞乱伎设定：吉川达哉\n作画监督：武藤信宏\n音乐：横山克\n动画制作：SANZIGEN""", 热血 奇幻 战斗,舞武器舞乱伎
,,"星守——由接受人们的思念而耸立的御神木“神树”所选出的18位少女。
她们身为神树峰女学园的学生，过着热闹的学校生活，
另一方面，身穿神树授予的“星衣”，为了从威胁和平的神秘侵略者“伊洛斯”手中保护地球",4,"""煌上花音：本渡楓\n星月美纪：洲崎綾\n国枝诗穗：下地紫野\n成海遥香：雨宮天\n若叶昴：佐倉綾音\n天野望：東山奈央\n火向井百合：上坂すみれ\n常磐胡桃：早見沙織\n粒樱杏子：内山夕実""",22.9万追番,全12话,1,6306,270.3万次播放,1499011200,1499011200,1505665800,7.6分,6306,"""监督：秋田谷典昭\n副监督：大石康之\n系列监督：三宅和男\n系列构成：黑田洋介\n角色设计：山本周平、古川英树\n动作\u002F效果设计：酒井智史、小泽和则\n服装\u002F道具设定：今井雅美、松永辰、藁科将人\n武器\u002F伊洛斯设计：宫尾佳和、由利聪\n色彩设计：重富英里\n美术监督：三原伸明（STUDIO UNI）\n3D监督：陆川励（Dynamo Pictures）\n摄影监督：广冈岳（Nexus）\n编辑：坪根健太郎（REAL-T）\n音响监督：乡文裕贵\n音乐：kz（livetune）\n音乐制作：FlyingDog\n动画制作：SILVER LINK""", 校园 魔法 游戏改 战斗,战斗女子高校
,,由深渊魔物所组成的“黑之军势”入侵和平的尤格特，并一举夺下圣王国首都，此时圣王领导各国军队联合抗敌，却在圣王战死之后宣告失败...之后，大陆处处遭到魔物肆虐，此时一名不见经传的战士踏上与魔物对抗的旅程,1,"""尤里：石田彰\n菲娜：佐仓绫音\n比利卡：内田真礼""",23.8万追番,全3话,1,5769,186.6万次播放,1481817600,1481817600,1487927529,7.5分,5769,"""原作：SEGA\n导演：工藤昌史\n音乐：甲田雅人\n人物设定：工藤昌史\n系列构成：待田堂子\n摄影监督：荻原猛夫\n音响监督：はたしょう二\n动画制作：Telecom Animation Film、グラフィニカ\n官方网站：http：\u002F\u002Fchronicle-anime.sega-net.com\u002F\nCopyright：??SEGA\u002Fチェンクロ??フィルムパートナーズ\n副导演：花井宏和\n美术监督：陳場大輔\n色彩设计：大塚眞純\nCG 导演：篠原章郎\n剪辑：齋藤朱里\n音响：サウンドチーム??ドンファン""", 奇幻 战斗 游戏改 架空,锁链战记 赫克瑟塔斯之光
,,《魔法科高校的劣等生》中的Q版角色进行世界观和设定解说的SP动画。,7,"""十文字克人：诹访部顺一\n七草真由美：花泽香菜\n西城雷欧赫特：寺岛拓笃\n柴田美月：佐藤聪美\n千叶艾莉卡：内山夕实\n光井穗乃香：雨宫天\n北山雫：巽悠衣子\n司波深雪：早見沙织\n渡边摩利：井上麻里奈""",23.9万追番,全8话,1,2864,498.7万次播放,1392998400,1392998400,1445150239,4.1分,2864,"""原作：佐岛勤\n人物原案：石田可奈\n原画： まがりひろあき\n制作助手：MADHOUSE、アスキー??メディアワークス、スクウェア??エニックス、Aniplex\n音乐：森慎太郎\n音响监督：本山哲""", 校园 搞笑 战斗 日常,魔法科高校的劣等生 简单易懂的魔法科！
,,"在天下失序、列强割据的战乱时代，僧人祥庵将一名孤儿从中国带到了日本。孤儿名叫仔太郎，他身上背负着一个惊人的秘密。
与祥庵失散后，孤苦无依的仔太郎带着爱犬飞丸前往赤池之国的万觉寺，在途中遇见了神秘剑士“",14,"""无名：長瀬智也\n仔太郎：知念侑李\n罗狼：山寺宏一\n白鸾：伊井篤史、王国慶\n风午：野島裕史、張沫\n祥庵：竹中直人\n戌重郎太：宮野真守\n萩姬：坂本真綾""",24万追番,全1话,1,3151,153.7万次播放,1190995200,1190995200,1449492845,9.7分,3151,"""原作：BONES\n监督：安藤真裕\n脚本：高山文彦\n分镜：安藤真裕\n演出：安藤真裕\n人物设定：斎藤恒徳\n美术监督：森川篤\n色彩设计：中山しほ子\n作画监督：伊藤嘉之、斎藤恒徳\n音乐：佐藤直紀\n音响监督：若林和弘\n摄影监督：宮原洋平\n动画制作：BONES""", 热血 战斗 历史,异邦人 无皇刃谭
,,本作的舞台设立在了各种各样神话中的众神聚集的世界，主要讲述了各神话中的代表神明聚集到这个世界，商量着如何打破众神中存在“讨厌人类的问题儿”这一现状。神明是爱护人类、被人类崇拜的存在，而现在神明与人类的,4,"""草薙结衣：早見沙織\n阿波罗·阿伽那·贝莱亚：入野自由\n哈迪斯·埃多纽斯：小野大輔\n户冢月人：上村祐翔\n户冢尊：豊永利行\n巴德尔·海林霍尼：神谷浩史、阿澄佳奈\n洛基·雷瓦汀：細谷佳正\n阿努比斯·马特..""",23.8万追番,全12话,1,170,535万次播放,1396627200,1396627200,1403426923,9.0分,170,"""脚本：関根アユミ、高山カツヒコ、金春智子\n导演：河村智之\n原作：ブロッコリー\n分镜：河村智之、藤田陽一、吉沢俊一、名村英敏\n音乐：Elements Garden\n人物原案：カズキヨネ\n人物设定：芝美奈子\n系列构成：金春智子\n美术监督：高橋麻穂\n总作画监督：芝美奈子""", 乙女 奇幻,众神的恶作剧
,,"不善言辞却成为营业部员的马缔光也，与看似轻佻却成为辞典编辑部员的西冈正志，偶然在街上相遇。
推进着中型国语辞典《大渡海》刊行计划的出版社·玄武书房的老牌编辑·荒木，因自己临近退休而努力寻找着后继者。此",29,"""马缔光也：樱井孝宏\n林香具矢：坂本真綾\n西冈正志：神谷浩史\n荒木公平：金尾哲夫\n松本朋佑：麦人\n佐佐木薰：榊原良子\n三好丽美：斎藤千和\n岸辺みどり：日笠陽子\n""",21.3万追番,全11话,1,5516,232.7万次播放,1476288000,1476288000,1482465674,9.7分,5516,"""导演：黒柳トシマサ\n人物设定：青山浩行\n主题歌演出：Leola、岡崎体育\n原作：三浦しをん\n人物原案：雲田はるこ\n系列构成：佐藤卓哉\n美术监督：平間由香\n音乐：池頼広\n""", 励志 职场 小说改,编舟记
会员专享,0,高二的暑假，性格懦弱的天才数学少年小矶健二答应为憧憬的前辈夏希打工。于是，两人来到夏希的长野老家。没想到夏希的老家是一个有着27人的大家族。夏希的曾祖母荣则是从室町时代起就延续下来的战国一家·阵内家的,61,"""小矶健二：神木隆之介\n筱原夏希：桜庭ななみ\n池沢佳主馬：谷村美月\n陣内恭平：陣内祐平：太田力斗\n陣内真緒：諸星すみれ\n陣内奈々：高久ちぐさ\n陣内典子：金沢映子\n陣内由美：仲里依紗\n""",21.4万追番,全1话,1,119152,135.2万次播放,1249056000,1249056000,1532620800,9.6分,4694,"""原作： 細田守\n导演： 細田守\n脚本： 奥寺佐渡子\n音乐： 松本晃彦\n人物设定： 貞本義行\n分镜构图： 山下高明\n美术监督： 武重洋二\n色彩设计： 鎌田千賀子\n作画监督： 青山浩行 ", 热血 治愈,夏日大作战
,,本作是“机动战士高达40周年企划”的作品之一。描述创形者大放异彩之后已经过去了2年。经过版本升级后的GBN也越发火爆。独自徘徊于次元世界空间的潜行者悠人、孤傲轻佻的潜行者风见、独行侠潜行者芽依、以及孤,34,"""悠人（久我·悠人）：小林千晃\n风见：水中雅章\n芽依：渊上舞\n帕维兹：南真由\n佛莱迪：加隈亚衣\n伊娃：水濑祈\n向居·雏田：若山诗音""",21.2万追番,全13话,1,28222691,696.2万次播放,1570636800,1570636800,1577358681,9.3分,28593,"""企画：SUNRISE\n原作：矢立肇 \u002F 富野由悠季\n监督：绵田慎也\n系列构成：武藤康之\n角色设计原案：ハラカズヒロ\n角色设计：户井田珠里\n动画监督：大张正己\n首席机械动画师：久寿米木信弥 \u002F 宇田早辉子\n机械设计：大河原邦男 \u002F 海老川兼武 \u002F 石垣纯哉 \u002F 形部一平 \u002F 岛田フミカネ \u002F 寺冈贤司 \u002F 寺岛慎也 \u002F 柳瀬敬之\n美术：スタジオなや\n音乐：木村秀彬\n企画协力：BANDAI SPIRITS　ホビー事业部\n制作协力：ADK\n制作：SUNRISE BEYOND\n制作：SUNRISE \u002F 创通""", 原创 热血 科幻 机战,高达创形者 再起
,,该作围绕着元气大胃王小田切双叶、如天使般的恶魔委员长叶山照，以及家道中落的前名人西川叶子，这三位名字中有“叶”构成的女生，描绘了她们可爱而愉快的日常模样。,6,"""小田切双叶：金泽舞\n叶山照：今村彩夏\n西川叶子：和久井优\n西山芹奈：Machico\n近藤亚纱子：铃木爱奈\n园部筱：桃河莉香\n山路充嗣：赤羽根健治\n叶山光：西明日香\n竹园优：渡边遥\n臼田樱：夏野菜绪..""",21.3万追番,全12话,1,3452,361万次播放,1460304000,1460304000,1466956801,9.5分,3452,"""原作：荒井Cherry（芳文社《Manga Time Kirara》）\n监督：木村泰大\n角色设计：山崎淳\n系列构成：子安秀明\n动画制作：动画工房""", 萌系 校园 日常 治愈,三者三叶
,,時為公元2205年。是以改變歷史為目的的“歷史修正主義者”開始對過去實施攻擊的時代。被賦予了守護歷史這壹使命的“審神者”，由他們所喚起的最強付喪神“刀劍男士”。這是，他們以“某個本丸”為舞臺，壹心壹意,15,"""大和守安定：市來光弘\n加州清光：増田俊樹\n壓切長谷部：新垣樽助\n今劍：山下大輝\n前田藤四郎：入江玲於奈\n笑面青江：間島淳司\n蜂須賀虎徹：興津和幸\n陸奧守吉行：賓健人\n鯰尾藤四郎：齊藤壯馬""",20.9万追番,全12话,1,12572,66万次播放,1515340800,1515340800,1521993600,9.5分,21754,"""腳本:DELiGHTWORKS\n導演:越田知明\n人物設定:谷口淳壹郎\n系列構成:DELiGHTWORKS\n動畫制作:動畫工房\n""", 日常 游戏改,續 刀劍亂舞 -花丸-（僅限港澳台地區）
会员专享,0,"这是一部以""数码纸芝居""形式制作的恐怖动画，将用昭和风格的纸芝居艺术来讲述各种都市怪谈，为你的夏夜增添别样回忆。
所谓纸芝居（连环画剧，幻灯片剧）是一种一边给小孩子看幻灯片一边讲故事的表演形式，在电视",1,"""""",21.4万追番,全13话,1,6346,781.7万次播放,1499011200,1499011200,1506890100,8.5分,6346,"""动画制作：ILCA\n制作：“闇芝居”制作委员会""", 泡面,暗芝居 第五季
,,高中生四月一日君寻在偶然的机缘下闯入闻名异世界的次元魔女——壹原侑子的魔法商店，并在此许下要去除自身灵异能力的愿望，因此变成魔法商店的长期工读生；而他身边的同学百目鬼有驱除恶灵的能力，小葵则是被不幸所,9,"""壹原侑子：大原さやか\n四月一日君寻：福山潤\n百目鬼静：中井和哉\n九轩葵：伊藤静\n五月七日小羽：日高里菜\n多露：望月久代\n全露：こじまかずこ\n雨童女：矢島晶子\n座敷童子：武藤寿美""",21.2万追番,全13话,1,3389,204.3万次播放,1207152000,1207152000,1536285399,9.8分,3389,"""监督：水島努\n原作：CLAMP\n脚本：谷村大四郎、水島努、横手美智子、平见瞠、樱井圭记\n演出：山本靖貴、渡辺正彦\n分镜：山本靖貴、水島努\n系列构成：横手美智子、大川绯芭（CLAMP）、大川七瀬\n人物设定：黄濑和哉\n美术监督：小仓宏昌\n作画监督：黄瀬和哉\n背景美术：小倉工房\n音响监督：若林和弘\n音乐：S.E.N.S.\n动画制作： Production I.G""", 奇幻,×××HOLiC·继
,,漂浮在日本海的孤岛、鸦濡羽岛。那里，有着因岛的主人赤神伊利亚而建成的宅邸。各个领域的天才们被邀请至岛上做客。但在某天早上，在宅邸中发现了一具被斩首的无头尸体。而且，事件并没有就这样简单地结束,16,"""我：梶裕貴\n玖渚友：悠木碧\n哀川润：甲斐田裕子\n园山赤音：嶋村侑\n伊吹佳奈美：川澄綾子\n逆木深夜：浜田賢二\n姬菜真姬：遠藤綾\n佐代野弥生：池澤春菜\n赤神伊梨亚：伊瀬茉莉也\n""",21.2万追番,全8话,1,5621,232.5万次播放,1477411200,1477411200,1506502800,9.4分,5621,"""脚本：木澤行人、中本宗応\n导演：八瀬祐樹\n人物设定：渡辺明夫\n原作：西尾維新\n人物原案：竹\n系列构成：東冨耶子、新房昭之\n音乐：梶浦由記\n""", 小说改 推理,斩首循环 蓝色学者与戏言跟班
,,故事描述日本在16年前成立名为《公序良俗健全育成法》的法规，自此所有与“性”有关的文句都遭到禁止。某日，高中生奥间狸吉终于如愿进入由自己崇拜的学姐担任学生会长的优良名校就读，但刚入学就遭到名为“雪原之,6,"""奥间狸吉：小林裕介\n华城绫女：石上静香\n安娜·锦之宫：松来未佑\n不破冰菓：后藤沙绪里\n早乙女乙女：新井里美\n轰力雷树：三宅健太\n鬼头鼓修理：堀江由衣\n月见草胧：上坂堇\n小敏感：小仓唯\n苏菲亚·锦之..""",21.5万追番,全12话,1,2586,4796.5万次播放,1435939200,1435939200,1442685600,9.2分,2586,"""监督：铃木洋平\n原作：赤城大空\n脚本：横谷昌宏\n分镜：湖山禎崇、篁蒼氓、鈴木洋平、梶井瀬賀\n演出：湖山禎崇、鈴木洋平\n系列构成：横谷昌宏\n角色原案：霜月八日\n角色设计：藤井昌宏\n总作画监督：藤井昌宏\n作画监督：小松原圣、藤井昌宏、大木良一\n美术监督：水谷利春\n音乐：立山秋航\n音响监督：明田川仁\n动画制作：J.C.STAFF""", 日常 校园,沒有黃段子的無聊世界（僅限港澳台地區）
会员专享,0,故事发生在人人都使用名为“Neural Linker（神经连结装置）”的终端设备连线，生活的大半时间都建构在网络世界的不远未来。因为身材肥胖而受到欺凌的学生有田春雪，过著一边诅咒现实，一边躲在校内网络,5,"""黑雪姬：三泽纱千香\n有田春雪：梶裕贵\n仓岛千百合：丰崎爱生\n黛拓武：浅沼晋太郎""",21.6万追番,全1话,1,5076,339.1万次播放,1469203200,1469203200,1469980802,8.9分,5076,"""原作：川原砾""", 小说改 恋爱 战斗 励志,加速世界 Infinite Burst
,,告白实行委员会～恋爱系列～（日语：告白実行委员会～恋爱シリーズ～）是NICONICO动画的日本使用者——VOCALOID乐团HoneyWorks，从2011年开始创作的一系列日语歌曲，系列中大部分曲子,1,"""濑户口优：神谷浩史\n榎本夏树：戸松遥\n早坂灯里：阿澄佳奈\n望月苍太：梶裕貴\n芹沢春辉：鈴村健一\n合田美樱：豊崎愛生\n濑户口雏：麻倉もも\n""",21.7万追番,全1话,1,4355,392.5万次播放,1390924800,1390924800,1473760067,9.2分,4355,"""""", 恋爱 校园 声控,告白实行委员会 告白预演
,,田中君总是如此慵懒 动画特典,2,"""田中：小野賢章\n太田：細谷佳正\n宫野：高森奈津美\n白石：小岩井ことり\n越前：諏訪彩花\n田中莉乃：悠木碧\n太田早夜：東山奈央\n志村：興津和幸\n加藤：井口祐一""",21.7万追番,全7话,1,6036,312.4万次播放,1466697600,1466697600,1490770967,9.7分,6036,"""脚本：面出明美\n导演：川面真也\n人物设定：飯塚晴子\n总作画监督：飯塚晴子\n色彩设计：重冨英里\n演出：伊部勇志\n分镜：井上圭介\n美术监督：栗林大貴\n音乐：水谷広実\n""", 搞笑 治愈,田中君总是如此慵懒 特典
,,"头脑聪明、眉清目秀，一个清爽的微笑就能虏获女生芳心的学生会长神宫司高马（J）。
多才多艺、温柔敦厚，能够用拿铁咖啡画出猫头鹰，极受女性欢迎的咖啡店员羽早川翔。
这二人，其实是穿越时空的命中宿敌？
被称",8,"""如月天奈:三澤紗千香\n神宫寺高马:鈴木達央\n羽早川翔:佐藤拓也\n橘晃:前野智昭\n青叶萤:永塚拓馬\n绯樱春人:豊永利行\n茶野京一:\n黑泽大地:山下誠一郎\n御国鹰司:杉山紀彰""",21.5万追番,全12话,1,77532,274.6万次播放,1523462400,1523462400,1530117300,7.0分,23817,"""原作：「男神执事团」 (浅夏动漫)\n导演：高桥贤\n系列构成：清水惠\n角色原案：湖住ふじこ\n音响监督：土屋雅记\n音乐：TOMISIRO\n音乐制作：ランティス\n动画制作：SILVER LINK.\n制作：「Butlers～千年百年物语～」プロジェクト""", 奇幻 校园 少女 战斗,Butlers～千年百年物语～
,,立山黑部峡谷在修筑大坝时发现神秘的遗迹。为研究“Artifact”设立了国际联合黑部研究所。世界各国的首脑聚集在研究所员的孩子就读的立山国际高中。研究所长的女儿、白羽由希奈也在这里上学。那是2016年,3,"""青马剑之介时贞：阿座上洋平\n白羽由希奈：M·A·O\n索菲·诺艾尔：上田丽奈\n荻布美夏：濑户麻沙美\n赤城凉斗：石川界人\n茅原纯大：小林裕介\n何塞·卡尔洛斯·高须贺：武内骏辅""",21.7万追番,全26话,1,3551,808.6万次播放,1459958400,1459958400,1475201191,8.7分,3551,"""原作：Snow Grouse\n监督：冈村天斋\n系列构成：桧垣亮\n角色设计：石井百合子\n总作画监督：石井百合子、西畑步\n视觉概念、机械设计：冈田有章\n美术监督：池信孝\n摄影监督：若林优\n色彩设计：水田信子\n3D监督：春田幸佑\n机械3D动画：市川元成\n编集：高桥步\n音响监督：若林和弘\n音乐：堤博明\n音乐制作：波丽佳音\n制作：Infinite\n动画制作：P.A.WORKS\n出品：黑色残骸制作委员会""", 机战 科幻 战斗,黑色残骸
,,由《关于完全听不懂老公在说什么的事》的作者——酷教信徒（クール教信者）创作的日常系作品《小森同学拒绝不了！》，讲述了一名拒绝不了他人请求的女生，与她两位好友之间所发生的日常搞笑故事。喜欢的朋友一定不能,1,"""小森しゅり：内田彩\n大谷九郎：竹下礼奈\n西鸟惠：小泽亚李\n根岸真子：长绳まりあ\n根岸先生：西原翔吾""",21.6万追番,全12话,1,2744,664.3万次播放,1443888000,1443888000,1450620060,9.0分,2744,"""原作：クール教信者（芳文社《Manga Time Original》）\n监督：今泉贤一\n人物设定：国行由里江\n总作画监督：国行由里江\n音响监督：川添宪五\n音乐：Arte Refact\n音乐制作：bilibili\n摄影监督：中村雄太\n剪辑：平木大輔\n动画制作：ARTLAND""", 校园 日常 萌系,小森同学拒绝不了！
,,《奇诺之旅》，时雨泽惠一的作品之一。2000年3月に『电撃hp』Vol.6上刊载。现有小说14本，还在连载中，由MEDIAWORKS电击文库出版。作品在2003年被改编为13话的TV动画和1话的OVA,20,"""奇诺：前田愛\n""",21.8万追番,全13话,1,2013,162.5万次播放,1049731200,1049731200,1309575169,9.8分,2013,"""原作： 時雨沢恵一\n导演： 中村隆太郎\n脚本： 村井さだゆき\n分镜： 小林孝嗣、中村隆太郎、わだへいさく、佐藤卓哉\n演出： 中村隆太郎、わだへいさく、平田豊、えんどうてつや、小林孝嗣、江島泰男\n人物原案： 黒星紅白\n人物设定： 須賀重行\n系列构成： 村井さだゆき\n色彩设计： 西表美智代\n总作画监督： 須賀重行\n作画监督： 松本文男??松本卓也、大森英敏、宮田奈保美、福世孝明、渡部高志、伊藤良明\n摄影监督： 大庭直之\n原画： 柿田英樹\n音响监督： 鶴岡陽太\n音响： 楽音舎\n动画制作： A??C??G??T""", 奇幻 小说改 架空 冒险,奇诺之旅
,,以将日本的历史、神话、民间故事、童话结合在了一起的异界的日本为舞台，讲述鬼的后裔与同伴们与异世界的恶魔和在背后虎视眈眈的迷之集团进行战斗的故事。,185,"""静御前：铃木爱奈\n义经：松井恵理子\n茨木童子：三森铃子\n辉夜：橘田泉\n天照：原奈津子""",21.9万追番,全12话,1,3454,512.7万次播放,1459958400,1459958400,1467216302,8.8分,3454,"""监督：山本天志\n系列构成：鸿野贵光\n脚本： 鸿野贵光、あおしまたかし、冈笃志\n音响监督：本田保则\n角色设定??总作画监督：伊部由起子\n美术监督??美术设定：柴田聡\n色彩设计：月舘顺子\n道具设定：阿万和俊\n音箱制作：株式会社ザック??プロモーション\n动画制作：小丑社""", 奇幻 战斗,鬼斩
